morphs
되는대로
폭력
잠겨서
힘없다
무겁거나
일류
참을
곰살
모략
자증
아득하다
동작
억지로
자송
자지
너저분한
지지
내송
슴벅거리다
서운하다
치레
심하게
지경
온몸
트롤
답답하게
지내다
한다는
만들다
쑥스럽다
놀려
애가
고집
지나치다
살갗
굽실거리다
공포
미루다
별로
풀리지
설렁대
느끼고
갈등
상실
시발
트리
고독
부르다
다루면서
그럴듯한
자릿자릿하다
내어
늦음
뚱뚱하다
래서
벌벌
도둑
선천
입맛
꾸민
낑낑대다
증세
불면
두통
약해진
걸리
흐느껴
먹어서
조마조마한
나릿나릿
잡거나
뜨끔히
안타깝거나
꾀거나
부림
걸리다
노려보다
복잡하게
몰아쳐서
ㅆㅂ
발길질
얼빠져
일어나거나
내려가지
스산
운동
거치
유감
사나운
설렁설렁
시기
주다
약하여서
아쉬워하는
성질
지껄이다
모르는
부러
깔깔한
아니하다
등뼈
비틀어지며
퉁퉁
외로워
가렵
무기
없는
내려오는
지치고
찌르는
조심성
모자라게
의회
생기는
딱하거나
느리다
우물거리며
쭈그러들다
꾸물꾸물
건드려
귀찮거나
마르고
지쳐
흐려지고
넘기지
작아지다
야위는
새눈무늿병
살펴보지
욕심꾸러기
실패하거나
무능한
시장
유지
지능
덜렁
마주치
몰래
오래되거나
먹는
기량
정치
불안
떠들고
허섭
양보
오도
유치하다
희미해져서
돌리다
실수
굶는
끊어져
없게
얼빠진
물이
문제
검질
자포자기
섞거나
힘없는
모르면서
뚱뚱한
탈영
주춤거리다
자빠지는
고혈압
답답하고
얻어맞을
붙임성
갈라지는
헐어서
싱거운
절절
탐욕
교묘하다
까다롭다
복잡하다
천천히
머뭇
짜증
공허한
우물쭈물
짓눌러서
신경질
아까
짜이지
오크
발열
들어가거나
가리지
독감
의식
미약
횡령
수선스럽고
부려
끊어지거나
아둔하고
심하다
고소
등지
심통
깔깔하거나
밟는
그만두다
되지못한
부드럽지
어긋남에도
어색한
질병
주저주저
겸연쩍고
이며
아니하고
불리하다
비정한
마땅치
규칙
마는
헌데나
품행
울거나
쓰면서
따끔히
넘겨
부도덕한
쿰척쿰척
높다
복원
과도
불안할
갈증
말썽
소란스러움
빠짐
주저앉다
얼떨떨하여
메말라
빼앗음
의심스럽거나
어리벙
있어
거듭
맞지
죽는
ㅈㄹ
어물어물
듣거나
따뜻하지
줄어들다
깨진
조바심
행동
엉뚱한
얼굴빛
골다
나간
탐내어
교양
섞여
불순
깊지
아득하고
깨뜨려
갈색
가로
병균
아프고
하기를
허사
주의
위법
흡수
같잖아서
활기
조심하다
시창
우습다
소란해지거나
복달
굽실
떠는
결단
성기
질식
속임
허비하는
원하는
끼깅대다
박탈
불안하게
움직이는
게으르게
아첨
자빠지다
반품남
악하다
시키거나
부득
낭비하다
일어선
대로
으름
희미하고
얕보다
스러져
고리타분하다
친하다
얼버무리다
적거나
높고
지옥
소원
똘똘하
하여
앓아
바짝
우기거나
위험한
쑤시듯이
울렁대다
죽게
곤장
지기
놓기
덤비다
어렵게
주며
컴컴하다
무섭고
초조해지고
요망
까무러치
같은
날조하여
부글
까탈
스럽다
어지럽고
태도
뛰다
노후
가누다
어리
재촉
같잖은
바르지
바람
안습
늙은이
놓거나
말투
지키지
하다가는
필요하거나
허약하다
아는
느리고
뜨끔하게
모르고
굶주린
비뚤어져서
분한
수꼴
아오안
죽대
질겁
궁리
허전한
물질대사
떠남
망설이는
초조
굴어
투덜대다
서먹서먹하게
곤란
결함
어정쩡히
휩쓸
복종
오그라들며
참는
섞인
악한
덤벼
필패
노린
오해
모순
헤매다
정신병
뜨끔하다
요량
빼면서
매달려
익히지
귀차니즘
뒤지어
서먹서먹하다
악취
사고파는
꺼칠하다
부분
방해
헤프
지못미
많게
염려
변덕
생생하지
부실하게
죽기를
중풍
움츠리는
껄렁껄렁한
안물
속이거나
떨어져
물리거나
아니하여서
뱉듯이
뉘우침
껄끄럽
갑갑
약하여진
남부럽다
온순하지
공황
잃거나
않아서
섬약하여
법석이는
생김
지루하고
오싹하다
머뭇머뭇
초조하고
사납게
성병
꺾이어
넘어질
다치거나
높은
당하였던
쪄서
현기증
게울
쓰다
어두워
떠들썩하게
된다
퍼질
범죄
짤뚜룩
가련하다
초조한
결심
한숨
품고
배우지
오용
삐쭉
죽어서
거래
꺼리어
잘난
붙이는
헐겁고
돌보지
떨며
버리다
구슬피
선명하지
조급한
들어옴
짭짭대다
귀찮을
어리벙벙하여
토라
모자라
여위어
나무람
쩔쩔매거나
아프며
다투거나
물어
까다로워
완성
주름
하다
감기
사납거나
어울리지
돌아보지
우직
치료
혈압
섬기지
어둑하다
공교
맥박
자다
얽혀서
웃는
꾸짖는
되고
약해지다
꺼림
미안함
막히거나
불행
테러
쓸쓸하다
탐관
박하
달아남
특이하여
병과
능글능글하다
영영
꺾임
먹거리
이나
찬찬하지
ㅠㅠ
변비
애도
안장
성가시어
시련
우그러지게
처지는
돌봄이
하지
성급하다
서로
난다
알리
일부러
존멸하
핏기
겐트
일으키거나
시체
무리하게
움직이거나
걷다
곤란하게
사치스럽다
비꼬는
잘못
낮다
소름끼치다
모여
무능력
차며
살기
아쉬움
답지
맞고
필요한
열심히
몰라서
소견
아리송하다
분열
굴거나
붓고
앓는
지루
앙큼하게
떠드는
억세어
살이
부리고
지나친
돌리는
얼얼하다
자를
똑똑하지
광탈
루머
야위다
또렷하지
너프
정직하지
스러워서
흐들갑
고르지
귀찮게
꾸짖거나
음식
헤어
벌레
간섭
흐트러져
흐려져
굶주리다
얼거리다
나무라기나
망설이거나
허락
여서
황소
사람과
빈둥빈둥
막히다
단념할
섭섭하다
호들갑
궂다
찢어져
세련되지
깜짝
보이
형세
찢어지다
우물우물
손가락
히죽
따지고
단정하지
내부
어긋나다
우락부락하고
갚지
되바라지게
식상하다
따지며
깨뜨리다
없애다
자라
있게
생각
앓다
잇지
갑갑한
빼앗기
흐지부지
명성
대립
우습고
허약해지다
속여
박약
얼렁뚱땅
얻지
빠르고
꾸짖다
괴롭히거나
너저분해
오그라들다
하고
까불거나
시근하다
캄캄한
어지르다
모시
가다
발육
쭈글쭈글한
계속
조급하게
볶아치는
되다
안될까
뒤집어
섞이거나
거슬리다
어둡다
아니한
서운한
자격
끌려가는
저지름
놓쳐
그르치
쓰러질
없어진
따르지
정조
성하고
나거나
한다
짓무르
대중
피로하여
찌들고
간질간질
미숙
꺾다
무모한
먹거나
억지스럽다
보내거나
냄새
아쉽거나
이르지
굴복시킴
저지른
비틀
쉬운
묻다
근대
꼬집히는
불유쾌
꺾음
미개하다
부산한
떨어지다
관절
습진
깨어지거나
쓰러지거나
온갖
환자
힘없이
여위게
닦달
일어나
이지
받아서
짧다
황당한
약하고
익혀지지
눈뜬장님
풀어지지
걸려
진지
강한
마음
설거나
깽깽
우묵해지다
붉으락
보챔
답답하며
거들
생겨서
과격한
기억
사납고
지껄이는
세우다
나다
비합리적
흥청망청
짜게
삥삥
당황
허하여
빙빙
눈새
로움
심리
바보
펴지
안되고
오는
부끄러워하는
천하고
징얼징얼
경솔하게
임신
깨달음
가량
쭈그러듦
참거나
징그러운
모양
쑤시고
징징
충공깽
비어
시큰거리고
스스러움
외설
움직
영양
우그러져
헛배
죽는다는
쭈글쭈글
쉬거나
당한
움찔
까불어
대담하지
쓰지
씁쓰레하다
어지럼증
처참히
사늘한
원만하지
집년
부득부득
남루하게
위축
마비
꾸미는
많은
갈리
사라져
죽기만을
쓰레기
사정없이
면서
기력
아니하여
않고
구슬
불운
더위
멋쩍음
미쳐
분대
꾸지람
어수룩하고
감정
보수
발연기
짓눌러
움직일
슬퍼지다
놀리거나
헛디디다
씁쓰레
신선하지
헛디디거나
다그치며
망실
심하며
고작
ㅜㅡ
받다
압박
볶다
빠듯하
보채거나
어지럽도록
거꾸로
소음
그대로
탈음
안타깝다
흐림
안전하지
노여움
수준
이해
곳도
사리
전하
앞잡이
반둥
시큰둥하다
같잖다
죄과
갑갑할
애옥
답답하여
명백하지
우기
고치
적고
내다
부끄러워하다
쌀쌀한
착한
풀다
벙글
서다
그릇된
오한
비웃으며
싶지
노곤
않으나
결점
우유부단하다
징그럽다
듯이
쑤시다
좁아
힁하
무관심
한계
현상
불쌍한
웃음
불안하여
압력
살피
공연히
의기소침하다
머뭇거리다
지위
사태
투덜거리다
마약
결핵
의존
안구
끊고
똥똥한
알아듣지
죽음
부리거나
들어오지
흔들리다
천식
어겨
떨리는
까다로이
허둥거리는
늙거나
콜록콜록
칠칠하지
부끄러워지다
아름답지
잃게
차가운
무릎
피부병
답답하다
비용
야물지
없거나
밉다
치밀어
서늘한
악당
습성
남몰래
멍덩
낡은
나불나불
칙칙함
조마조마하게
따끔하게
듣고
기름기
어려운
덥거나
깔끄럽
설움
서투르고
떠들다
의도
연히
짜다
공허하다
조잡하다
부패하다
지근
바이러스
포악한
오스스
복잡하거나
함부로
갈팡질팡
숨결
본심
없어짐
얼떨떨해지다
선득선득
답답해진다
꾸러
헝클어지거나
갈다
미는
창백하고
잃었다
쓴웃음
우그러지고
잡다
야위고
내버려지다
침체
지친
흘겨보는
한증
능청
가누지
앙칼지게
해하
무능하다
침침한
흥청
드러지다
굳어지다
정이
모자라기는
앞뒤
결기
때려
허약한
따돌림
답답함
비죽
힘없은
얼떨떨해하다
심심하고
폭행
부끄러움
과장
늦고
넘기다
따끔
희롱
음란하고
가지
진득
물건
꼬집거나
망설이고
응어리
꼬락서니
짜그라트리다
어그러져
다리
어긋나고
다시
갑잖다
청승
자질구레한
으로는
지러져서
부럽다
얌치
걸리거나
답답할
부추기는
징그러울
모호하거나
엉뚱하게
저급하다
대하
불가
안타깝고
적의
품질
잊어버리고
떨어
한쪽
막힘
성실하지
포학한
들다
서투르게
허약할
피곤하거나
불충분한
들이고
차갑다
길이
않았던
하며
이치
쓰게
혼란
낮추어서
완전하지
기준
과금
처가
누르기
쓸데없이
티끌
진집
앉다
다친
둔한
충치
곤욕
허약하여진
들떠서
바지직
혼미한
비꼬다
다랍
부스럼
일치
항의
부족함
구두쇠
무겁고
분명
적대
켕기
뒤집혀
묻음
저절로
끊어지는
하게
기어
무스
시시하거나
반란
치사하고
행불
미친
끊어
해서
부산
사양
서투르다
속절없다
두려움
마맛
찌그러져
일찍
피난
어지러워서
몰라
초조하다
쓸모없고
지나쳐서
남아
부심
누르렀다
교묘하고
관계
매끈하지
라는
우스꽝스럽다
흐려진다
꽥꽥
어치
건망증
넘기게
찮다
두다
방탕한
까무러질
굳음
뚜렷하지
경박
허전하거나
반품녀
약하거나
웃다
급하고
만만
놀리다
ㄲㅂ
존망
꾸물거리는
염치
시들어
탕진
찌푸리는
희룽해롱
당하거나
ㄴㅇㅈ
전함
비통한
방법
거세
입힌
기대
꾸중
뜰머뜰
국내
학대
잡지
쟁이
고타분히
종알
죽기로
엉뚱하고
오르지
중얼거리는
해지
이루지
노숙자
까무러쳐
잇몸
하다
이러지도
진중하지
나돌아
물집
시끄럽게
느끼는
하등
법도
서두르며
자제력
당찮다
저릿한
금고
한심하다
불안하다
흐느적흐느적
까칠하다
낭비
빠뜨려
좀도둑
비유
듣보잡
영양실조
어수선하여
모르게
울리는
보며
요란
망설이기만
교만하다
조급해지고
의기
더디다
험하다
미치지
건성
잡히어
급하여
하다
부추기어
무겁다
있는
헤어지게
다치다
망설여지며
부끄럽게
얼굴
참견
격다
갖지
크거나
않아
쭈그렁
뻣뻣해지
쇠약한
꺼꾸러트리다
뻐근하게
미띤
빠르지
정처
추위
이다
우직하고
자책
야단
쇠약하다
치는
가하다
추장
곤궁
기회
마구
잡으며
그만두어
틀어져서
제한
의아
오답
휘청거리며
드문드문
오류
헌데가
부러져
착취
슬기롭지
고지혈증
나지
둔하게
살해
안궁
사로잡힌
싫은
어수룩한
얽히게
감질나다
저리
트리
조마조마하여
막혀
끓는
분수
약점
벙청
와이
발치
조마조마하다
저러지도
딱하게
감각
움츠러드는
지나치게
든든하지
지는
아프다
하다
아찔하다
경망
맑지
서투름
어리벙벙하다
탈출
대거
일부
능글맞게
해고
곱실
느낌
곧잘
꺾이고
나아가지
떠들며
넘어지는
흘리다
힐난
부동
시기하고
집도
자지러지도록
이르게
좋지
방치
환각
효력
희거리다
난해하다
넘어지면서
귀찮으면서도
스럽고
아끼지
이고
다친다는
소리
악마
떠들어
야위거나
흐려지다
쓰이지
상태
어수선함
너리
출하
나오는
내며
느낄
뒤져
통원
자빠지거나
내지
지긋지긋하고
지방
다그치다
없애
깔보면서
아슬아슬하고
속인다는
험한
스스로
거북하거나
낯설다
흉터
쪼들려서
갑자기
에게나
져서
휘우듬하게
이기주의
피우며
놀기만
아까워서
울보
나무라며
걸음
엉큼하고
안쓰럽다
벌어지게
일러
주저앉는
낮추어
소외
차는
뻔한
공연
들추어내어
아니하게
벗어난
지루한
판단력
ㄲㅈ
먹어
맞거나
부당한
소란
그럽다
관람객
긁어
굴다
세차
재물
묶음
작붕
분별
어두침침하고
히스테리
매우
부끄러운
우기는
하다
주저앉거나
묶다
천박하게
벼랑
하면
뜻밖
토끼
질질
다부지지
게으르거나
비웃다
순진하고
예절
다급하여
성과
대구
낄끼빠빠
읽다
울렁거리다
뇌물
혐오
부족하다
안타깝게
불안해하고
보드랍지
연민
괜히
엿보거나
없어지며
항거
거만하게
멸망함
증상
따가울
훼방
단치
상당히
걸리어
약하여
모자라서
벼르
거짓
쑥스럽거나
걱정스러워서
좌좀
씁쓸하다
너그럽지
적용
꾸미다
틀어지게
말라
마지못하여
교만함
중독
처리
보람
숨쉬기
창백하여지고
바라진
중단
곤란하다
모자란
얕은
멋쩍
롭고
나와
연약하게
분명하지
토달
부정
흥글
대책
곯은
되어
더부룩하면서
장애
지다
이이
슬프게
조용히
갈피
태움
소홀하다
형벌
수치
ㅉㅉ
행방불명
펴지지
맞추느라고
어수선하다
놓지
관심
꾸짖어
비정상
엉큼하게
헉헉대다
틀리다
천박하다
틀거리다
되지
무리하다
허둥지둥
저랬다
위력
부산하게
보일
재난
허무
고생
침입
희박하다
깊이
혐짤
어긋나
부어
투덜대는
꺼부는
쓰리며
언짢은
고려
멸망
역경
그득한
놓는
빼앗는
자궁
청승궂다
눈물
멀건
나가거나
긴박하다
대충
놀라는
변태
푸념
많고
않은
뽑히지
은혜
잡아다거
사납던
대수롭지
부리
벗어진
짝녀
깎아
표리
호갱
비리
받게
교제
느끼게
비웃음
불명
쓰리다
목소리
ㄷㅊ
위협
분하게
드센
흐릿하
걸핏하면
허리
위태롭다
시합
거드럭거드럭
뛰는
어이없을
송구
탐내는
세어
거칠게
까다로운
따가운
로운
갑작스럽게
모조리
시리
까칠하게
커서
꾸며
끊어지다
저리거나
도망
헤아리지
쉽지
아니다
온통
탐하다
씌우려던
공포증
이득
억지스러운
지속
들어
험하고
흥뚱항뚱
알쏭하다
떠들거나
깨갱
허탕
모양새
쓰러져
세다
빈혈
찌꺼기
잃어버리다
금지
억눌리다
되게
어긋나는
놓치거나
먹지
부진
가하여
흘겨보다
멀어진
금대
경솔하고
자지러질
풀려서
저하
정기
주눅
재주
어색하다
잘것
들였으나
괴상하고
버림
헐거워서
넘어지거나
병증
어색하거나
교만하여
먹튀
이혼
샘나다
불리한
안정감
감옥
허덕이다
격식
망설이며
어기
흥분하는
거슬리거나
미루거나
이상하다
용도
재발
남용
깨지다
점점
말미암아
찌는
갑지
움츠리다
싶은
주책
놓여
떨어지는
어수선하고
거칠어져
미칠
싫어하는
주춤대다
처질
빠지
일진
넘어지며
채신
쉽게
들떠
가는
기다린다는
텁텁하
무스
일으키는
기를
촌스럽다
파랗게
스산하
기다리지
별안간
상처
놀라거나
싸늘한
음울하다
자연
교만하고
맞다
어색
존멸
거나
잡아
성급한
거슬려
모호하게
익숙
조르는
타서
머뭇거리는
모호하다
고열
술렁거리어
밋밋하다
에이
죽임을
굽어
컹스
신뢰
그럴듯하게
아깝다
굼드
부수
사고
섞이어
민감하다
움질대다
으스스
질리
홀로
슬그머니
꺼칠하게
볶거나
딴전
외로이
안정
스레
티격태격하
그러
덥다
펴지게
굽히다
내는
놓고
거볍
두렵거나
섭하다
아뿔싸
이뭐병
차분하지
허약하여
극적
무모하다
헐떡대다
어지러우며
우악스럽게
차지
기침
하다
속이려는
재미
안이
어그러지고
현피
쿨룩
우습게
노잼
허기
우치
벗어나지
실랑이
빠지다
거들먹거들먹
깨침
인하여
윤기
저급
고까
요란하다
주제넘게
떨릴
드러내어
슬프고
부족
높아지는
부리느라고
굶다
만나고
기한
기색
쓰이다
로이
걸리는
어이없다
굼뜨
귀찮아하도록
자주
거꾸러뜨리다
성실
짖궂은
어지러운
위태롭
무너지다
부정행위
우쭐
우물거림
느슨하다
놀리는
깔봄
결막염
드럭 거리
거만
성하다
회피
역전패
거꾸러지는
비위
어수선한
썰렁한
촌스럽고
잃다
겨운
과식
억척스럽고
떨어지거나
으앙
무관심한
분명하게
부르짖으며
야윈
숭숭
수면
치던
피로
어설프다
추워서
불법
앓아도
생겨
시시하는
내리
가지려고
벙벙한
아웃
외롭다
흐리고
애쓰며
까불까불
영악
켰다
꺼칠하고
오싹대다
말로
눈앞
물러서거나
타는
길막
선득하다
죄송히
허물
잃고
깜놀
너저분하여
도살
남사
아픈
찜찜하다
무르
얽히거나
아찔하여
친한
출혈
기운
얼기설기하다
대강대강
졸이는
섭섭한
드러져
어찔어찔한
많다
어지간히
밀린
날아가다
맞은
제격
벗어나다
나태하게
그러지다
걷는
유쾌하지
무형
산뜻하지
입속
이별
곯리
떠들썩하다
피곤하다
수군덕수군덕
진행
어설프게
흑인
속병
갑작스러워
부끄러워서
숨어
변치
물거려
춥거나
쓰는
경박하다
부리는
교도소
다부지게
부적절한
수가
혼미해지고
경황
공손하지
없어지고
어처구니없다고
피는
식욕
늙어
공갈
끌다
암담한
수선
여겨져
씁쓰레하게
찌그러트리다
떼는
뱉어
세어서
쇠약
진물
까부는
얄망궂
쿨룽
주춤주춤
거짓말
겨를
염탐
사로잡히다
풍자
나불
상하
피어나지
광견병
흐느낄
약하면
정함
거치적거치적
수막염
대는
리다
칙칙한
게으르고
추운
나가지
징징대다
난폭한
날뛰다
희미하다
음흉한
어기면서
박한
희룽희룽하
농락
흐리다
고름
떠벌리다
허풍
시들해져서
헛디디는
지루하여
크게
뉘우치지
스러워
엄격하여
답답하여진다
입다
리기
성격
떨다
빈둥빈둥하
관철
강박
없으면서
안절부절
식량
감병
모자라고
이리저리
시치미
성가시게
몹시
ㅅㅂ
맞게
잔꾀
자식
거들먹이다
밖에
급하다
도외
어려워하다
의심스럽다
빈것같이
시들하다
인정
알못
사랑
분명히
헐거나
희미하게
생긴
잉여
더럽혀서
알알한
박하다
여기는
약하여지는
하찮은
라고
낮은
개운하지
말대답
까불어서
점잖지
하다
비만
서투르거나
어리벙벙하게
차가
겪거나
알짝지근하다
쉬기
일어나는
트집
어지럽게
태연하게
싫어하여
극성
받지
상실한
연줄
이익
혼미해지는
먹다
낮아지거나
흥글흥글
여지
어처구니없다
먼지
여위거나
어설프며
치기
구속
강제
앓을
공범
벌어지다
애쓰는
똥똥하게
엉큼한
지루하게
샐쭉
나오게
덤비며
태업
흐리
괘씸하고
바르다
목구멍
살거나
옥신각신
불량
수두
외로운
운치
서투른
비뚤거리다
늦어지다
훔쳐
음침하다
자유
안중
느릿느릿
들뜨는
발컨
처지거나
위태
허는
교활하고
기관지염
겸연쩍다
고분고분하지
찡찡대다
더디거나
위태롭거
텁텁
어중간한
말대꾸
짖궂게
얽매
놀아나는
않다
아물아물
낡아지다
깐작깐작
태우다
참을성
없어서
낳지
약한
하려고
파오
끊다
자린한
시들어서
부족하여
게으름
걱정
많이
당할
거칠거나
움츠린다는
무뚝뚝하다
부추겨서
아까워하다
씹히다
아찔하여지다
하기가
늘어나다
넘침
ㅡㅡ
잠자리
강퇴
군소리
넘기려고
학대받다
들먹대다
몰아
구토
바뀌어
나가다
부주의한
닿지
머뭇거리거나
심하거나
헛헛
호흡
전염병
침침해지다
먹을
당하다
건전하지
놓치다
명예훼손
으스대
소름
비방
어둡거나
걱정거리
가려운
스러워지는
훼손
답답하거나
꺾이다
신경증
팔팔
무자비한
그르
이를
한숨짓다
곤란하여지는
흥분하거나
기피
손해
피곤함
바쁘게
아프거나
부서지거나
윗사람
쓰며
이기
마지못해
간지럽고
숫기
돌아다니는
친하지
넘어가게
적적하다
지루하다
차마
꺾어
참기
싫다고
차리지
들끓다
조심
어그러지다
참다못해
비뚤어지다
지껄이며
놓이지
귀염
우스
부주의
무시무시하다
자해
덕대
뚝둑
지를
음산하고
기소
지르는
재미없다
저린
받아
베개
희떱
당혹하다
서먹서먹한
대충대충
깔보아
야금야금
세력
깨끗하지
크러
잃는
부끄럽다
빼앗다
여물
죽이는
보채다
갈라
새롭지
수록
쉬는
염증
팽개치
정신
불신
쇠약해지면서
밟다
침해
낡아
피하
짜르르
어울린
주견
전혀
일이
빵꾸똥꾸
육중
단번
훔친다는
굶주리고
건방진
굳지
깔깔하며
섭섭하거나
은근
잔뜩
익살
핍하다
방자하고
정확한
놀림
나고
부족하며
너저분하다
바를
끼쳐서
대다
들거나
항문
착하지
늙어서
피곤
시기하는
징징거리다
책임
쑥쑥
어두침침하게
훔치거나
설친
노릇
자라지
억지
필요
휭하
멀리
누르다
빠져
가로막아서
훔침으로써
위조
탐내거나
보채는
까다롭게
깎아내리다
혼미하여지는
약하여져서
성미
모르다
예민하거나
훔치는
싸움
약해지게
신통
비판
수단
귀머거리
느즈러져
흐려서
거슬리게
괴어
개치다
끼어서
귀찮음
하기는
허전하다
남는다
비웃는
그런
이상하게
식중독
아르
감추고
껄끄러운
신중하지
어처구니없이
